scenario_type,sender,subject,body,organization,is_phishing,timestamp
social_media,service_7926@ok-account.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-24 12:47:30.289593
government,service_8752@tax-portal.ru,Важное уведомление от МВД России,Уведомление о штрафе: 9293 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-29 12:47:30.289602
online_shop,service_2856@delivery-express.ru,Важное уведомление от Wildberries,Ваш заказ #202345 из Wildberries готов к выдаче...,Wildberries,True,2024-11-22 12:47:30.289611
government,service_3681@gov-services.ru,Важное уведомление от МВД России,Уведомление о штрафе: 9250 руб. Оплатите в течение 3 дней...,МВД России,True,2024-11-12 12:47:30.289620
government,service_5744@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 5704 руб...,ФНС России,True,2024-11-24 12:47:30.289629
online_shop,service_5166@delivery-express.ru,Важное уведомление от AliExpress,Ваш заказ #217170 из AliExpress готов к выдаче...,AliExpress,True,2024-11-20 12:47:30.289637
government,service_4288@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 11857 руб...,Госуслуги,True,2024-11-04 12:47:30.289646
online_shop,service_8920@delivery-express.ru,Важное уведомление от Ozon,Получите скидку 88% в Ozon прямо сейчас!,Ozon,True,2024-11-19 12:47:30.289656
online_shop,service_7949@market-delivery.ru,Важное уведомление от Ozon,Получите скидку 82% в Ozon прямо сейчас!,Ozon,True,2024-10-31 12:47:30.289664
government,service_7192@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 4414 руб...,МВД России,True,2024-11-20 12:47:30.289674
social_media,service_4217@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-29 12:47:30.289683
online_shop,service_5424@market-delivery.ru,Важное уведомление от Wildberries,Ваш заказ #995911 из Wildberries готов к выдаче...,Wildberries,True,2024-11-24 12:47:30.289693
government,service_9901@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 6410 руб. Оплатите в течение 4 дней...,Госуслуги,True,2024-11-11 12:47:30.289702
government,service_1687@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 12050 руб...,МВД России,True,2024-11-13 12:47:30.289710
government,service_3884@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 6812 руб. Оплатите в течение 9 дней...,Госуслуги,True,2024-10-31 12:47:30.289719
online_shop,service_8414@online-shop.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 55% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-03 12:47:30.289728
bank,service_7304@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-10 12:47:30.289737
bank,service_6263@secure-banking.ru,Важное уведомление от Сбербанк,"Уважаемый клиент Сбербанк, Ваша карта временно заблокирована...",Сбербанк,True,2024-11-03 12:47:30.289746
government,service_7225@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2396 руб. Оплатите в течение 6 дней...,ФНС России,True,2024-11-19 12:47:30.289755
social_media,service_4383@telegram-verify.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-22 12:47:30.289764
bank,service_8832@security-bank.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Москва...,ВТБ,True,2024-11-01 12:47:30.289773
bank,service_7430@secure-banking.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Екатеринбург...,ВТБ,True,2024-11-10 12:47:30.289782
bank,service_5069@secure-banking.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-03 12:47:30.289792
online_shop,service_6819@online-shop.ru,Важное уведомление от Wildberries,Ваш заказ #649203 из Wildberries готов к выдаче...,Wildberries,True,2024-11-26 12:47:30.289801
online_shop,service_9220@delivery-express.ru,Важное уведомление от Ozon,Ваш заказ #359106 из Ozon готов к выдаче...,Ozon,True,2024-11-29 12:47:30.289810
bank,service_6441@bank-online.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-11 12:47:30.289819
social_media,service_5899@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-21 12:47:30.289828
government,service_1304@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 9285 руб. Оплатите в течение 8 дней...,Госуслуги,True,2024-11-22 12:47:30.289838
social_media,service_5107@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-10 12:47:30.289848
government,service_8301@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 5243 руб...,ФНС России,True,2024-11-10 12:47:30.289857
social_media,service_3739@telegram-verify.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-20 12:47:30.289865
social_media,service_8539@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-09 12:47:30.289875
online_shop,service_1661@market-delivery.ru,Важное уведомление от AliExpress,Получите скидку 84% в AliExpress прямо сейчас!,AliExpress,True,2024-11-12 12:47:30.289885
government,service_3248@tax-portal.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 8225 руб. Оплатите в течение 5 дней...,ФНС России,True,2024-11-03 12:47:30.289893
online_shop,service_7072@delivery-express.ru,Важное уведомление от Ozon,Ваш заказ #242330 из Ozon готов к выдаче...,Ozon,True,2024-11-22 12:47:30.289902
online_shop,service_2071@delivery-express.ru,Важное уведомление от AliExpress,Получите скидку 71% в AliExpress прямо сейчас!,AliExpress,True,2024-11-05 12:47:30.289911
online_shop,service_3286@online-shop.ru,Важное уведомление от Wildberries,Получите скидку 73% в Wildberries прямо сейчас!,Wildberries,True,2024-11-26 12:47:30.289920
social_media,service_4362@ok-account.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-09 12:47:30.289930
bank,service_7680@bank-online.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-27 12:47:30.289938
social_media,service_9942@vk-security.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-19 12:47:30.289947
bank,service_5012@security-bank.ru,Важное уведомление от Тинькофф,"Уважаемый клиент Тинькофф, Ваша карта временно заблокирована...",Тинькофф,True,2024-11-28 12:47:30.289956
online_shop,service_9964@online-shop.ru,Важное уведомление от AliExpress,Ваш заказ #597338 из AliExpress готов к выдаче...,AliExpress,True,2024-11-13 12:47:30.289965
social_media,service_7638@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-18 12:47:30.289974
online_shop,service_6871@market-delivery.ru,Важное уведомление от AliExpress,Получите скидку 67% в AliExpress прямо сейчас!,AliExpress,True,2024-11-20 12:47:30.289984
online_shop,service_8107@market-delivery.ru,Важное уведомление от Ozon,Ваш заказ #494892 из Ozon готов к выдаче...,Ozon,True,2024-11-27 12:47:30.289993
bank,service_4235@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Екатеринбург...,Сбербанк,True,2024-11-02 12:47:30.290002
social_media,service_5187@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-27 12:47:30.290013
government,service_3268@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 3506 руб...,ФНС России,True,2024-11-03 12:47:30.290022
government,service_8097@tax-portal.ru,Важное уведомление от МВД России,Уведомление о штрафе: 2319 руб. Оплатите в течение 10 дней...,МВД России,True,2024-11-05 12:47:30.290031
bank,service_5693@secure-banking.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Екатеринбург...,ВТБ,True,2024-11-21 12:47:30.290040
government,service_5968@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 5411 руб. Оплатите в течение 5 дней...,Госуслуги,True,2024-10-31 12:47:30.290049
government,service_7688@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 7155 руб...,Госуслуги,True,2024-11-29 12:47:30.290058
online_shop,service_9309@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #537764 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-07 12:47:30.290067
government,service_9434@gov-services.ru,Важное уведомление от МВД России,Уведомление о штрафе: 4520 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-10 12:47:30.290076
bank,service_2014@security-bank.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Москва...,ВТБ,True,2024-11-09 12:47:30.290086
social_media,service_4265@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-07 12:47:30.290095
government,service_1981@tax-portal.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2249 руб. Оплатите в течение 6 дней...,ФНС России,True,2024-11-21 12:47:30.290104
government,service_1149@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 4126 руб...,ФНС России,True,2024-11-19 12:47:30.290113
bank,service_8614@bank-online.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Санкт-Петербург...,Сбербанк,True,2024-11-22 12:47:30.290122
social_media,service_4875@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-07 12:47:30.290131
social_media,service_3921@vk-security.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-23 12:47:30.290140
online_shop,service_9589@online-shop.ru,Важное уведомление от Wildberries,Ваш заказ #576806 из Wildberries готов к выдаче...,Wildberries,True,2024-11-04 12:47:30.290151
bank,service_6652@security-bank.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Новосибирск...,Тинькофф,True,2024-11-04 12:47:30.290161
online_shop,service_3072@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 82% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-18 12:47:30.290169
social_media,service_7968@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-19 12:47:30.290181
government,service_9189@tax-portal.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 4881 руб...,МВД России,True,2024-11-17 12:47:30.290189
bank,service_3076@secure-banking.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-01 12:47:30.290198
bank,service_5520@secure-banking.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-09 12:47:30.290207
social_media,service_1744@telegram-verify.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-16 12:47:30.290216
bank,service_4492@security-bank.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Москва...,Сбербанк,True,2024-11-17 12:47:30.290224
social_media,service_8673@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-05 12:47:30.290233
online_shop,service_7560@online-shop.ru,Важное уведомление от Ozon,Получите скидку 55% в Ozon прямо сейчас!,Ozon,True,2024-11-22 12:47:30.290242
social_media,service_5943@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-14 12:47:30.290252
online_shop,service_5563@market-delivery.ru,Важное уведомление от AliExpress,Ваш заказ #274570 из AliExpress готов к выдаче...,AliExpress,True,2024-11-08 12:47:30.290261
government,service_4194@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 4889 руб...,МВД России,True,2024-11-12 12:47:30.290270
bank,service_5447@security-bank.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Новосибирск...,Альфа-Банк,True,2024-11-07 12:47:30.290279
bank,service_6096@secure-banking.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Екатеринбург...,Тинькофф,True,2024-11-15 12:47:30.290288
online_shop,service_8323@online-shop.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 81% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-27 12:47:30.290297
government,service_7379@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 9781 руб...,МВД России,True,2024-11-19 12:47:30.290305
bank,service_2019@secure-banking.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Екатеринбург...,Тинькофф,True,2024-11-01 12:47:30.290314
social_media,service_5880@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-21 12:47:30.290324
online_shop,service_9964@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 56% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-08 12:47:30.290333
online_shop,service_1650@delivery-express.ru,Важное уведомление от Wildberries,Ваш заказ #138064 из Wildberries готов к выдаче...,Wildberries,True,2024-11-03 12:47:30.290342
online_shop,service_4152@market-delivery.ru,Важное уведомление от Wildberries,Ваш заказ #303173 из Wildberries готов к выдаче...,Wildberries,True,2024-11-09 12:47:30.290351
bank,service_2402@bank-online.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Новосибирск...,ВТБ,True,2024-10-31 12:47:30.290361
bank,service_2746@secure-banking.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Санкт-Петербург...,ВТБ,True,2024-11-19 12:47:30.290370
online_shop,service_4956@online-shop.ru,Важное уведомление от Wildberries,Получите скидку 52% в Wildberries прямо сейчас!,Wildberries,True,2024-11-03 12:47:30.290379
social_media,service_5242@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-11 12:47:30.290387
social_media,service_3224@ok-account.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-09 12:47:30.290396
online_shop,service_9297@online-shop.ru,Важное уведомление от Ozon,Ваш заказ #180539 из Ozon готов к выдаче...,Ozon,True,2024-11-05 12:47:30.290405
online_shop,service_1797@delivery-express.ru,Важное уведомление от Ozon,Ваш заказ #272467 из Ozon готов к выдаче...,Ozon,True,2024-11-05 12:47:30.290414
social_media,service_8470@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-18 12:47:30.290423
government,service_3584@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 3574 руб...,МВД России,True,2024-11-22 12:47:30.290431
online_shop,service_5525@delivery-express.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 87% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-21 12:47:30.290441
social_media,service_8579@telegram-verify.ru,Важное уведомление от Одноклассники,Ваш аккаунт Одноклассники был временно заблокирован...,Одноклассники,True,2024-11-09 12:47:30.290451
social_media,service_9264@ok-account.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-18 12:47:30.290460
online_shop,service_3550@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Ваш заказ #691100 из Яндекс.Маркет готов к выдаче...,Яндекс.Маркет,True,2024-11-03 12:47:30.290469
bank,service_3960@security-bank.ru,Важное уведомление от Альфа-Банк,"Уважаемый клиент Альфа-Банк, Ваша карта временно заблокирована...",Альфа-Банк,True,2024-11-09 12:47:30.290478
online_shop,service_5948@online-shop.ru,Важное уведомление от Ozon,Получите скидку 53% в Ozon прямо сейчас!,Ozon,True,2024-11-09 12:47:30.290488
social_media,service_7883@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-21 12:47:30.290498
social_media,service_6911@telegram-verify.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-04 12:47:30.290507
bank,service_2284@bank-online.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Москва...,ВТБ,True,2024-11-10 12:47:30.290517
government,service_1995@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 11509 руб...,ФНС России,True,2024-10-31 12:47:30.290525
online_shop,service_8832@online-shop.ru,Важное уведомление от Wildberries,Получите скидку 59% в Wildberries прямо сейчас!,Wildberries,True,2024-11-29 12:47:30.290534
government,service_4624@gov-services.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 13941 руб...,ФНС России,True,2024-11-09 12:47:30.290544
government,service_4798@mvd-notice.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 12813 руб...,ФНС России,True,2024-11-29 12:47:30.290553
government,service_7875@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 1416 руб. Оплатите в течение 7 дней...,Госуслуги,True,2024-11-06 12:47:30.290562
social_media,service_9728@ok-account.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-28 12:47:30.290571
social_media,service_2363@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-25 12:47:30.290581
online_shop,service_4803@market-delivery.ru,Важное уведомление от Ozon,Получите скидку 57% в Ozon прямо сейчас!,Ozon,True,2024-11-12 12:47:30.290591
government,service_8722@gov-services.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 9905 руб. Оплатите в течение 7 дней...,Госуслуги,True,2024-11-03 12:47:30.290601
social_media,service_2817@vk-security.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-28 12:47:30.290610
bank,service_4210@secure-banking.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Санкт-Петербург...,Альфа-Банк,True,2024-11-18 12:47:30.290619
government,service_7147@mvd-notice.ru,Важное уведомление от МВД России,Уведомление о штрафе: 8132 руб. Оплатите в течение 4 дней...,МВД России,True,2024-11-29 12:47:30.290628
online_shop,service_8750@online-shop.ru,Важное уведомление от Wildberries,Ваш заказ #228925 из Wildberries готов к выдаче...,Wildberries,True,2024-11-26 12:47:30.290637
social_media,service_3460@telegram-verify.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-28 12:47:30.290646
social_media,service_9780@vk-security.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-05 12:47:30.290655
social_media,service_3965@ok-account.ru,Важное уведомление от ВКонтакте,Ваш аккаунт ВКонтакте был временно заблокирован...,ВКонтакте,True,2024-11-07 12:47:30.290663
social_media,service_4384@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-21 12:47:30.290673
online_shop,service_7424@market-delivery.ru,Важное уведомление от Wildberries,Получите скидку 70% в Wildberries прямо сейчас!,Wildberries,True,2024-11-24 12:47:30.290682
government,service_5245@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 7377 руб...,ФНС России,True,2024-11-23 12:47:30.290690
bank,service_4365@security-bank.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Новосибирск...,ВТБ,True,2024-11-02 12:47:30.290701
government,service_2179@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 3802 руб...,ФНС России,True,2024-11-28 12:47:30.290709
bank,service_9884@security-bank.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Москва...,Тинькофф,True,2024-11-07 12:47:30.290718
government,service_5886@mvd-notice.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 7924 руб. Оплатите в течение 10 дней...,ФНС России,True,2024-11-28 12:47:30.290728
government,service_4002@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 13032 руб...,Госуслуги,True,2024-11-29 12:47:30.290738
online_shop,service_3765@market-delivery.ru,Важное уведомление от AliExpress,Ваш заказ #222383 из AliExpress готов к выдаче...,AliExpress,True,2024-11-28 12:47:30.290747
government,service_7592@gov-services.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 6499 руб...,МВД России,True,2024-11-29 12:47:30.290756
social_media,service_3329@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-06 12:47:30.290764
bank,service_7184@security-bank.ru,Важное уведомление от ВТБ,"Уважаемый клиент ВТБ, Ваша карта временно заблокирована...",ВТБ,True,2024-11-06 12:47:30.290774
online_shop,service_5886@online-shop.ru,Важное уведомление от AliExpress,Ваш заказ #158850 из AliExpress готов к выдаче...,AliExpress,True,2024-11-03 12:47:30.290782
bank,service_9664@secure-banking.ru,Важное уведомление от ВТБ,Служба безопасности ВТБ: обнаружена попытка входа из Москва...,ВТБ,True,2024-11-22 12:47:30.290792
social_media,service_7215@vk-security.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-20 12:47:30.290801
government,service_8922@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 5823 руб. Оплатите в течение 4 дней...,ФНС России,True,2024-11-03 12:47:30.290810
social_media,service_2514@ok-account.ru,Важное уведомление от Telegram,Обнаружен подозрительный вход в ваш профиль Telegram...,Telegram,True,2024-11-13 12:47:30.290818
bank,service_2886@security-bank.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Новосибирск...,Сбербанк,True,2024-11-28 12:47:30.290833
government,service_3872@tax-portal.ru,Важное уведомление от ФНС России,Портал Госуслуг: Вам начислена компенсация 9572 руб...,ФНС России,True,2024-11-02 12:47:30.290842
government,service_3191@mvd-notice.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2616 руб. Оплатите в течение 6 дней...,ФНС России,True,2024-11-10 12:47:30.290852
government,service_7953@mvd-notice.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 9841 руб...,Госуслуги,True,2024-11-21 12:47:30.290862
government,service_1719@tax-portal.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 6571 руб...,Госуслуги,True,2024-11-18 12:47:30.290871
government,service_9034@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 6986 руб. Оплатите в течение 4 дней...,Госуслуги,True,2024-11-09 12:47:30.290881
government,service_4131@mvd-notice.ru,Важное уведомление от МВД России,Портал Госуслуг: Вам начислена компенсация 7743 руб...,МВД России,True,2024-11-21 12:47:30.290890
bank,service_9110@secure-banking.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Екатеринбург...,Тинькофф,True,2024-11-28 12:47:30.290899
bank,service_9382@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Екатеринбург...,Сбербанк,True,2024-11-12 12:47:30.290908
social_media,service_1552@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-14 12:47:30.290917
social_media,service_6489@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-23 12:47:30.290926
social_media,service_7017@telegram-verify.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-26 12:47:30.290936
government,service_4835@mvd-notice.ru,Важное уведомление от Госуслуги,Уведомление о штрафе: 5185 руб. Оплатите в течение 9 дней...,Госуслуги,True,2024-11-24 12:47:30.290945
online_shop,service_9037@delivery-express.ru,Важное уведомление от AliExpress,Ваш заказ #362266 из AliExpress готов к выдаче...,AliExpress,True,2024-11-12 12:47:30.290954
online_shop,service_5446@market-delivery.ru,Важное уведомление от AliExpress,Ваш заказ #526058 из AliExpress готов к выдаче...,AliExpress,True,2024-11-26 12:47:30.290964
online_shop,service_7699@market-delivery.ru,Важное уведомление от Ozon,Ваш заказ #179039 из Ozon готов к выдаче...,Ozon,True,2024-11-02 12:47:30.290972
bank,service_1527@bank-online.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Москва...,Альфа-Банк,True,2024-11-04 12:47:30.290982
social_media,service_8833@telegram-verify.ru,Важное уведомление от ВКонтакте,Обнаружен подозрительный вход в ваш профиль ВКонтакте...,ВКонтакте,True,2024-11-16 12:47:30.290991
social_media,service_5857@vk-security.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-23 12:47:30.291001
government,service_1830@gov-services.ru,Важное уведомление от МВД России,Уведомление о штрафе: 9250 руб. Оплатите в течение 7 дней...,МВД России,True,2024-11-23 12:47:30.291010
bank,service_5681@bank-online.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Москва...,Сбербанк,True,2024-11-12 12:47:30.291019
bank,service_5978@bank-online.ru,Важное уведомление от Альфа-Банк,Служба безопасности Альфа-Банк: обнаружена попытка входа из Екатеринбург...,Альфа-Банк,True,2024-11-10 12:47:30.291028
bank,service_1468@security-bank.ru,Важное уведомление от Тинькофф,Служба безопасности Тинькофф: обнаружена попытка входа из Новосибирск...,Тинькофф,True,2024-11-27 12:47:30.291037
government,service_1363@gov-services.ru,Важное уведомление от Госуслуги,Портал Госуслуг: Вам начислена компенсация 6490 руб...,Госуслуги,True,2024-11-25 12:47:30.291047
bank,service_3360@secure-banking.ru,Важное уведомление от Сбербанк,Служба безопасности Сбербанк: обнаружена попытка входа из Екатеринбург...,Сбербанк,True,2024-11-12 12:47:30.291055
social_media,service_6751@ok-account.ru,Важное уведомление от Telegram,Ваш аккаунт Telegram был временно заблокирован...,Telegram,True,2024-11-09 12:47:30.291064
government,service_2384@gov-services.ru,Важное уведомление от ФНС России,Уведомление о штрафе: 2691 руб. Оплатите в течение 10 дней...,ФНС России,True,2024-11-06 12:47:30.291073
online_shop,service_7382@market-delivery.ru,Важное уведомление от Яндекс.Маркет,Получите скидку 66% в Яндекс.Маркет прямо сейчас!,Яндекс.Маркет,True,2024-11-27 12:47:30.291083
social_media,service_6016@telegram-verify.ru,Важное уведомление от Одноклассники,Обнаружен подозрительный вход в ваш профиль Одноклассники...,Одноклассники,True,2024-11-04 12:47:30.291091
