email_text,hostname,scan_duration,host_up,alternate_ip_count,ip_address,common_web_ports_open,open_ports_count,latency,filtered_ports_count,open_ports,rdns_record,https_supported,services,host_found,interesting_url,asn_found,ip_found,email_type
"Date:        Wed, 28 Aug 2002 13:51:21 +0700
    From:        Robert Elz 
    Message-ID:  <18366.1030517481@munnari.OZ.AU>
  | But, while I was playing there, I noticed something I never new before.I also no the difference between new & knew, but I don't always type well...
Um, I mean, I know the difference...kre_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",,0.02,0,0,,0,0,,0,,,0,,0,0,0,2,Safe Email
"Once upon a time, Nick wrote :> 	I'm no longer able to play encrypted dvd's using the xine rpm from
> 	freshrpms. 
> I think it was about a week ago when I last rented some dvd's, worked
> just fine, but apparently since the latest xine update on freshrpms, it
> won't anymore. 
> The output is :
> 
> input_dvd: Sorry, this plugin doesn't play encrypted DVDs. The legal
> status
>            of CSS decryption is unclear and we can't provide such code.
>            Please check http://dvd.sf.net for more information.
> 
> I'm pretty sure it worked with the previous freshrpms release... Any way
> of rolling back updates ?If you get this message, it means that you're using the ""DVD"" button, which
is the default DVD plugin and doesn't support decryption. You should either
use the ""d4d"" one (no menus) or ""d5d"" (with menus).Matthias-- 
Matthias Saou                                World Trade Center
-------------                                Edificio Norte 4 Planta
System and Network Engineer                  08039 Barcelona, Spain
Electronic Group Interactive                 Phone : +34 936 00 23 23_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",dvd.sf.net,"42.28, 0.02","0, 1","0, 1",104.18.20.237,"0, 1","5, 0",0.011,"0, 994","80, 8008, 8080, 8443, 443",,"0, 1","http-proxy, http, https-alt, https",0,0,0,"0, 1",Safe Email
"URL: http://www.newsisfree.com/click/-6,8572777,215/
Date: 2002-10-05T03:05:37+01:00Humiliating rebuff for Blair initiative comes only days after plan was 
announced at the Labour conference.",www.newsisfree.com,44.18,1,1,104.21.22.148,1,5,0.0059,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,0,0,6,Safe Email
"URL: http://boingboing.net/#85485619
Date: Not suppliedEFF is looking for a few good slogans! We're getting some banners made up to 
place on P2P network clients, with slogans like, ""P2P Has a Posse."" We need 
more. Mail your suggestions to kevin@eff.org or post to the discuss link. Link
[1] Discuss[2][1] mailto:kevin@eff.org
[2] http://www.quicktopic.com/boing/H/ybym9WMbmNDEx","boingboing.net, www.quicktopic.com","43.24, 43.11",1,"3, 2","3.168.236.25, 104.22.41.69",1,"5, 3","0.01, 0.0027","996, 994","80, 8008, 8080, 443, 8008, 80, 8443, 443",server-3-168-236-25.ist50.r.cloudfront.net,1,"https-alt, http-proxy, http, https, http, https","0, 77",0,0,"1, 281",Safe Email
"Dear jm-cv ,
Â Â Â Â Â Â Â Â Â Â  Want   
      To Harvest A Lot Of EmailÂ Â  Addresses In A Very Short Time?
Easy Email   
      SearcherÂ  isÂ    
      aÂ  powerfulÂ  EmailÂ  softwareÂ Â  thatÂ    
      harvests general Email lists from mail serversÂ Â  Easy Email Searcher can get 100,000 Email addresses directly from the Email   
      servers in only one hour!Â Easy Email   
        Searcher is a 32 bit Windows Program for e-mail marketing. It   
        is intended for easy and convenient search large e-mail address lists   
        from mail servers. The program can be operated on Windows 95/98/ME/2000   
        and NT.
Easy Email   
        Searcher support multi-threads (up to 512   
        connections).
Easy Email   
        Searcher has the abilityÂ  to reconnect to the mail   
        server if the server has disconnected and continue the searching at the   
        point where it has been interrupted.
Easy Email   
        Searcher has an ergonomic interface that is easy to set up   
        and simple to use. 
ï¿½ï¿½Easy Email Searcher is an email   
      address searcher and bulk e-mail sender. It can verify more than 5500   
      email addresses per minute at only 56Kbps speed. It even allows you send   
      email to valid email address while searching. You can save the searching   
      progress and load it to resume work at your convenience. All you need to   
      do is just input an email address, and press the ""Search""   
      button.
Very 
      Low Price ! -------Â  Now,Â  The full version of Easy Email 
      Searcher only costs $ 
      39. 95
Click The Following Link To   
      Download The Demo :
Download Site   
      1
Download Site   
      2Â Â Â Â Â Â Â Â Â Â Â  ï¿½ï¿½IfÂ  you can not download this program ,Â  please   
      copy the following link into your URL , and then click "" Enter"" on your   
      Computer Keyboard.
Here is the   
      download links:http://www.wldinfo.com/download/email/newees.zip
http://bestsoft.3322.org/onlinedown/newees.zip
Disclaimer:We are strongly against continuously sending   
      unsolicited emails to those who do not wish to receive our special   
      mailings. We have attained the services of an independent 3rd party to   
      overlook list management and removal services. This is not unsolicited   
      email. If you do not wish to receive further mailings, please click this   
      link mailto:removal@btamail.net.cn  
      .Â This message is a commercial advertisement. It is compliant  
      with all federal and state laws regarding email messages including the  
      California Business and Professions Code. We have provided the subject  
      line ""ADV"" to provide you notification that this is a commercial  
      advertisement for persons over 18yrs old.",", www.wldinfo.com","0.38, 42.32","0, 1","0, 1",", 13.248.169.48",0,"0, 1",", 0.0022","0, 998",", 8008",", a904c694c05102f30.awsglobalaccelerator.com",0,", http",0,0,0,0,Phishing Email
"Tom wrote:
>     Eliza and I, thinking as halves of a single genius, proposed that the
> Constitution be amended so as to guarantee that every citizen, no matter
> how humble or crazy or incompetent or deformed, somehow be given
> membership in some family as covertly xenophobic and crafty as the one
> their public servants formed.That was Such a Fucking Depressing Book.
I must have read it seven or eight times.- Joe Daisy-38 Barrera.
-- 
Left behind the bars
Rows of Bishops' heads in jars
And a bomb inside a car
Spectacular, spectacular
http://xent.com/mailman/listinfo/fork",xent.com,96.06,1,0,69.55.232.243,1,4,0.2,0,"443, 22, 8008, 80",,1,"ssh, http, https",11,0,0,1,Safe Email
"Hi,	I'm no longer able to play encrypted dvd's using the xine rpm from freshrpms. 
I think it was about a week ago when I last rented some dvd's, worked just 
fine, but apparently since the latest xine update on freshrpms, it won't 
anymore. 
The output is :input_dvd: Sorry, this plugin doesn't play encrypted DVDs. The legal status
           of CSS decryption is unclear and we can't provide such code.
           Please check http://dvd.sf.net for more information.I'm pretty sure it worked with the previous freshrpms release... Any way of 
rolling back updates ?Nick Verhaegen_______________________________________________
RPM-List mailing list 
http://lists.freshrpms.net/mailman/listinfo/rpm-list",dvd.sf.net,"42.14, 0.1","0, 1","0, 1",104.18.20.237,"0, 1","5, 0",0.0036,"0, 994","80, 8008, 8080, 8443, 443",,"0, 1","http-proxy, http, https-alt, https",0,0,0,"0, 1",Safe Email
"Today's Headlines from The Register
-----------------------------------    To unsubscribe from this daily news update, see the instructions at
    the end of this message.
  --------ADVERTISEMENT------------------------------------------------  WIN tickets to a FORMULA ONE EUROPEAN GRAND PRIX!  Neverfail Group plc, business continuity software expert, sponsors Rubens
  Barrichello driver of the Ferrari F1 team. Click here to find out more and
  win tickets: www.neverfailgroup.com/f1theregister.html.  For every new customer that buys Neverfail(tm) products between the
  July-September 2002 Grand Prix season, Neverfail Group plc will grant 2
  tickets to a Grand Prix hospitality event with us next 2003 season.  ---------------------------------------------------------------------
Software    Preinstalled Mandrake Linux PCs go live at Walmart
    Will the public love them?
        http://www.theregister.co.uk/content/4/26192.html    Confirmed: MS to ship beefed up 802.11 security in XP SP1
    Surely not a reason to upgrade from Win2k? You amaze us...
        http://www.theregister.co.uk/content/4/26188.htmlEnterprise Systems    Citrix to pink slip 10 per cent
    Decimation, 21st century style
        http://www.theregister.co.uk/content/53/26186.htmlPersonal Hardware    PC prices plummet in Europe
    No Mercy
        http://www.theregister.co.uk/content/54/26180.htmlSemiconductors    Mobile Athlon, AMD fanboy spat, Intel price cuts
    HWRoundupFunny underdog
        http://www.theregister.co.uk/content/3/26194.htmlInternet    Webmaster conference held in London pub
    We'll drink to that
        http://www.theregister.co.uk/content/6/26193.htmlNet Security    Security industry's hacker-pipming slammed
    Somebody had to say it
        http://www.theregister.co.uk/content/55/26198.html    PGP Vuln exposed  by Outlook plug-In
    Pretty Poor Privacy?
        http://www.theregister.co.uk/content/55/26184.htmlBusiness    Interoute buys part of Ebone
    Etc
        http://www.theregister.co.uk/content/7/26196.html    Vodafone sues Daily Telegraph for libel
    Very short story
        http://www.theregister.co.uk/content/7/26191.html    Vallance recounts WorldCom war stories
    From 'mug' to 'smug'
        http://www.theregister.co.uk/content/7/26189.html    Archie Norman lined up for Energis as banks take over
    Poisoned Chelys?
        http://www.theregister.co.uk/content/7/26187.html    Another year of telco turmoil - C&W
    Toimurl, if you're from Brooklyn
        http://www.theregister.co.uk/content/7/26182.htmle-business    E-business lives on, says EDS 
    Poke it with a stick and see if it moves
        http://www.theregister.co.uk/content/23/26197.html    Liberty Alliance proposes Web security standards 
    LAP dancing at the OASIS
        http://www.theregister.co.uk/content/23/26183.htmlSite News    Reg Cancer Busters donates 1,000 years
    Site News Reg SETI@Home team regroups
        http://www.theregister.co.uk/content/31/26190.html    Eclipse in broadband promo
    Reg reader offer
        http://www.theregister.co.uk/content/31/26185.html
  --------ADVERTISEMENT------------------------------------------------  WIN tickets to a FORMULA ONE EUROPEAN GRAND PRIX!  Neverfail Group plc, business continuity software expert, sponsors Rubens
  Barrichello driver of the Ferrari F1 team. Click here to find out more and
  win tickets: www.neverfailgroup.com/f1theregister.html.  For every new customer that buys Neverfail(tm) products between the
  July-September 2002 Grand Prix season, Neverfail Group plc will grant 2
  tickets to a Grand Prix hospitality event with us next 2003 season.  ---------------------------------------------------------------------
The Register and its contents are copyright 2002 Situation Publishing.
All rights reserved.    Tel:     +44 (0)20 7499 2264.
    Fax:     +44 (0)20 7493 5922.
    E-Mail:  press.releases@theregister.co.ukTo unsubscribe from these daily updates, visit the following URL.  Make
sure that you enter exactly the same e-mail address as you used to join
this service.    http://list.theregister.co.uk/cgi-bin/unsub.cgi","www.neverfailgroup.com, www.theregister.co.uk","0.08, 43.91, 43.02","0, 1","0, 1","141.193.213.11, 104.17.206.114","0, 1","5, 0","0.0087, 0.0029","0, 994","80, 8008, 8080, 8443, 80, 8008, 8080, 8443, 443, 443",,"0, 1","http-proxy, http, https-alt, https, https-alt, http-proxy, http, https","0, 53, 107",0,"5, 0, 5","46, 2, 46",Safe Email
"On Tue, 20 Aug 2002 11:14:50 -0700, Craig R.Hughes  writes:> On Tuesday, August 20, 2002, at 07:23  AM, Justin Mason wrote:
> 
`> Remember that the GA is going to be considering combinatorial uses of
> the rules, so rules which look dodgy on their own might be gems for
> the GA -- perhaps something with a S/O ratio of .5 actually occurs
> often in combination with some other rule, and in those situations,
> helps to distinguish spam vs nonspam.
> We're currently using a perceptron classifier. It *can't* learn
combinations of rules.[1]I gave an example, assume 4 rules:
   SPAM = (A or B) and (C or D)It cannot learn that function.A decision tree classifier *can* learn that example, and the function
above, where a .5 S/O rule is only important in certain
circumstances. (Then again, it may be smartest to hardcode a meta-rule
for that case, rather than trust to a naive DT learner.)Scott
[1] To be fair, nor can a Bayes classifier.
-------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk","lists.sourceforge.net, www.inphonic.com","110.15, 46.43",1,0,"216.105.38.7, 204.235.124.180","0, 1","1, 3","0.0023, 0.2","996, 998","443, 8008, 80, 8008",", inphonic.com","0, 1","http, https, http",0,0,0,"1, 2",Safe Email
"Political news T R U T H O U T uses it too.Justin Mason wrote:
>>>>  0.978    0.540    1.184    0.31   -1.00  FWD_MSG
>>>
>>>I'm a bit surprised that any spams hit this one.  Did somebody forward a 
>>>spam that then went into a corpus?
>>
>>My corpus is quite clean and I get spam hits.
> 
> 
> yes, it's being frequently forged already.
> 
> 
>>>>  1.582    2.226    1.279    0.64    0.39  GAPPY_TEXT
>>>
>>>Gappy text in a non-spam?  It must be a  H E A D L I N E  or something.  
>>>Maybe just remove space from the list of ""gap"" characters?
>>
>>For 2.50, we could try to figure out which nonspams are hitting and
>>improve the rule.
> 
> 
> BTW I subscribe to the Media Unspun newsletter, and it and a few others
> regularly use that H E A D L I N E thing.
> 
> splitting it into 2, one that matches gappy text with punctuation chars,
> one that matches spaces between the chars, would probably help.  if
> anyone's bothered, I'd suggest filing a bug.
> 
> --j.
> 
> 
> -------------------------------------------------------
> This sf.net email is sponsored by: OSDN - Tired of that same old
> cell phone?  Get a new here for FREE!
> https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
> _______________________________________________
> Spamassassin-devel mailing list
> Spamassassin-devel@lists.sourceforge.net
> https://lists.sourceforge.net/lists/listinfo/spamassassin-devel
> -------------------------------------------------------
This sf.net email is sponsored by: OSDN - Tired of that same old
cell phone?  Get a new here for FREE!
https://www.inphonic.com/r.asp?r=sourceforge1&refcode1=vs3390
_______________________________________________
Spamassassin-devel mailing list
Spamassassin-devel@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-devel","lists.sourceforge.net, www.inphonic.com","42.34, 107.08",1,0,"216.105.38.7, 204.235.124.180","0, 1","1, 3","0.0023, 0.2","996, 998","443, 8008, 80, 8008",", inphonic.com","0, 1","http, https, http","0, 1","0, 2",0,"1, 2",Safe Email
"Tabor J. Wells wrote:
> On Fri, Aug 09, 2002 at 10:05:29AM +1000,
> Adam Goryachev  is thought to have said:
> 
> 
>>>Now I get some opt-in mail which looks to me like
>>>spam.  I hit ""this is spam"".  My trust rating plummets --
>>
>>Good! Your opinion of what is spam is unreliable, and therefore, I don't
>>*want* to trust you. IMHO, that is exactly the case that the trust system is
>>supposed to sort out. People who incorrectly submit non-spam bulk mail to
>>razor.
> 
> 
> Let's take a look at an example here. Someone on this list signed
> razor-users@fsckit.net up to a ZDNet mailing list that doesn't confirm
> subscriptions in a piss-poor attempt to mailbomb me. I report all of these
> mailings to Razor because, guess what, for me this is spam. This and a
> hundred more traditional spam emails to automated spamtrap addresses get 
> reported by me daily. I probably have a decent TES value because of all of
> this.
> 
> Now lets say someone else who is also reporting a fair amount of your
> typical proxy/relayed spam has been reporting these and has built up a
> decent TES rating because of it. However they subscribed to that same ZDNet
> list and enjoy getting the mail from it except that they don't like seeing 
> it tagged as spam by Razor. So they razor-revoke it. 
> 
> Who loses in this case? Why? Neither party is inaccurate in their actions
> IMO. But someone's standing is going to get hurt because of it.Actually you would be inaccurate in your action in a way. The correct 
behavior would be to unsubscribe razor-users@fsckit.net from the mailing 
list.But in any case, you have to understand that you and him would not be 
the only one involved. As I said in a another thread, you probably get 
hurt only if you are against the majority of people (which makes sense). 
If you are with the majority, you get a bonus (which also makes sense). 
If there is no majority, nobody wins or lose.
Razor is designed for the betterment of most people, i.e. the majority, 
not for the individual. If one doesn't agree with the majority, he 
should use the razor-whitelist or create a blacklist (BTW, why doesn't 
razor provide a razor-blacklist too?)	Jehan-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Razor-users mailing list
Razor-users@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/razor-users","lists.sourceforge.net, thinkgeek.com","42.44, 42.38",1,"0, 3","216.105.38.7, 3.168.236.84","0, 1","1, 3","0.0022, 0.0027","996, 998","443, 8008, 80",", server-3-168-236-84.ist50.r.cloudfront.net","0, 1","http, https","0, 37",0,"0, 11","2, 230",Safe Email
"On Wednesday, August 28, 2002, at 11:48  AM, Robin Lynn Frank wrote:> If I were a spammer, I'd simply set up a server, send out my 
> spam with the
> Habeus headers and continue till I was reasonably certain I'd 
> been reported.
> Then I'd simply reconfigure the server and reconnect to a 
> different IP.  As
> long as no one can establish my connection to the web sites my spam is
> directing people to, I'm home free.Uh... the reason is simple. Habeas runs something called the 
""Habeas Infringers List"", and if you use their trademark without 
their permission, you'll end up on it.  Then, when you send spam 
with the misappropriated header, users of SA (2.40 supports 
this) will tag your mail as spam, rather than let it through. 
This may be done independantly of your IP address, so be 
prepared to constantly change domain names, and move your 
servers as fast as you send spam.Also, that little haiku is a copyrighted work, so not only CAN 
Habeas sue, they MUST sue to protect their copyright. And since 
it's a trademark as well, that's a double-whammy. Habeas has 
some pretty high-powered legal people, who will gladly go to 
town on violators.The whole point here is to give them the legal leverage they 
need to put spammers out of business, and not only block mail 
from them, but allow through the things that really AREN'T spam.--B-------------------------------------------------------
This sf.net email is sponsored by: Jabber - The world's fastest growing 
real-time communications platform! Don't just IM. Build it in! 
http://www.jabber.com/osdn/xim
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk","www.jabber.com, lists.sourceforge.net","44.81, 43.24",1,0,"216.105.38.7, 209.197.196.1",0,1,"0.0026, 0.0022",998,8008,", wwwprodv-sj.webex.com",0,http,"0, 1","3, 1","0, 3","1, 12",Safe Email
"*** Attention: US Citizens *** Earn extra money working at home in your spare time.The government needs your help!Become a mortgage refund tracer in a few easy steps.Millions of dollars are left to be distrubuted each year and each state government
pays tracers to help track down the poeple who are to receive the money owed to them
 It is the law that they must disperse the funds.We provide you with the tools and information necessary to make yourself thousands each month working from  the privacy of your own home.
Part time or full time - You spend as much or as little time as you want while helping your neighbors and the US government!Visit:  http://www3.sympatico.ca/mark.daisy/mortgage/
Don't miss this awesome opportunity! We are only making this information available to a limited number of citizens.
No risk to participate in this great program!!!
----------------------------------------------
Please note:. This is a one time mailing from our marketing department. We will not solicit any other offers.
 
126432211111",www3.sympatico.ca,43.42,1,0,67.69.240.127,0,1,0.0024,998,8008,,0,http,0,83,3,4,Phishing Email
"Hello Fork,  http://www.pimprig.com/sections.php?op=viewarticle&artid=72&page=2  This kid has -way- WAY too much time on his hands.-- 
Best regards,
 bitbitch                          mailto:bitbitch@magnesium.net",www.pimprig.com,45.15,1,6,104.21.48.1,1,5,0.052,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,1,1,7,Safe Email
"Hello People,I am new to SA but (2) problems I do have.I run SA from my own home for personal use and it seems to work but I see this
in my procmail log:procmail: Executing "" ~/bin/SpamAssassin/spamassassin -P -c ~/bin/SpamAssassin/rules""
dccproc: not found
dccproc: not found
Can someone enlighten me on why I get that? FreeBSD 4.6-STABLE, SA-2.3.0Secondly, I've tested (now on Three boxes) SA for site-wide usage but I believe I am
missing something major because I've also had my setting checked/verified.The problem is that the site-wide setup does NOT seem to work. Why?1. I have my local.cf in /etc/mail/spamassassin
2. I have spamd running, and mail delivery logs show that all e-mails are
   being passed thro SA.My local.cf contains:ENABLED=1
OPTIONS=""-F 0""#
rewrite_subject         0
report_header           1  
defang_mime             0
required_hits           7.0
report_header           1
use_terse_report        1
subject_tag             **SPAM**wash ('tty') ~ 337 -> exim -bt engingwarez@runjiri.co.ke
eng.ngware@runji.co.ke
  deliver to enginngware in domain runjiri.co.ke
  director = spamcheck_director, transport = spamcheck
However when I check the mail delivered to this mailbox, SA has _not_ added any headers
to it.PERTINENT: I also run a Virus Scanner called DRWEB via Exim's system filter and the rules
that I have applied are:if not first_delivery or
    $received_protocol is ""drweb-scanned"" or
    $received_protocol is ""spam-scanned""
then
  finish
endif
Some enlightenment would bail me out, I believe.Thanks-Wash-- 
Odhiambo Washington      ""The box said 'Requires
Wananchi Online Ltd.  www.wananchi.com      Windows 95, NT, or better,'
Tel: 254 2 313985-9   Fax: 254 2 313922     so I installed FreeBSD.""   
GSM: 254 72 743 223   GSM: 254 733 744 121  This sig is McQ!  :-)
""We demand rigidly defined areas of doubt and uncertainty!""
		-- Vroomfondel
-------------------------------------------------------
This sf.net email is sponsored by:ThinkGeek
Welcome to geek heaven.
http://thinkgeek.com/sf
_______________________________________________
Spamassassin-talk mailing list
Spamassassin-talk@lists.sourceforge.net
https://lists.sourceforge.net/lists/listinfo/spamassassin-talk","www.wananchi.com, lists.sourceforge.net, thinkgeek.com","106.38, 43.66, 43.98",1,"0, 3","3.168.236.45, 216.105.38.7, 62.8.88.170","0, 1, 1","1, 3, 3","0.0093, 0.18, 0.0022","996, 996, 998","443, 8008, 80, 443, 8008, 80","server-3-168-236-45.ist50.r.cloudfront.net, bungetv.zukutv.co.ke","0, 1, 1","http, https, http, https","0, 37","0, 0, 1","0, 3, 11","0, 12, 230",Safe Email
"While I was playing with the past issues, it annoyed me that there was
no easy way to make the log stop growing (I don't mean to truncate it,
I mean to just freeze it for a while).The following patch adds a new button to the log window, which allows
the log to be switched on/off (the button says ""Disable"" when the
log is enabled, and the button disables it, and ""Enable"" when the log
is frozen, and the button enables it again).kre--- main.tcl	Wed Aug 21 15:01:48 2002
+++ /usr/local/lib/exmh-2.5/main.tcl	Wed Aug 28 17:36:59 2002
@@ -385,6 +385,9 @@
 	ExmhLogCreate
 	wm withdraw $exmh(logTop)
     }
+    if {! $exmh(logWrite)} {
+	return
+    }
     if [info exists exmh(log)] {
 	catch {
 #	    $exmh(log) insert end "" [bw_delta] ""
@@ -407,6 +410,9 @@
     set exmh(logWindow) 1
     Exwin_Toplevel .log ""Exmh Log"" Log
     set exmh(logTop) .log
+    set exmh(logDisableBut) \
+	[Widget_AddBut $exmh(logTop).but swap ""Disable"" ExmhLogToggle]
+    set exmh(logWrite) 1
     Widget_AddBut $exmh(logTop).but trunc ""Truncate"" ExmhLogTrunc
     Widget_AddBut $exmh(logTop).but save ""Save To File"" ExmhLogSave
     set exmh(logYview) 1
@@ -457,6 +463,12 @@
     } msg] {
 	Exmh_Status ""Cannot save log: $msg"" error
     }
+}
+proc ExmhLogToggle {} {
+    global exmh
+
+    set exmh(logWrite) [expr ! $exmh(logWrite)]
+    $exmh(logDisableBut) configure -text [lindex {""Enable "" Disable} $exmh(logWrite)]
 }
 #### Misc
 
_______________________________________________
Exmh-workers mailing list
Exmh-workers@redhat.com
https://listman.redhat.com/mailman/listinfo/exmh-workers",,0.09,0,0,,0,0,,0,,,0,,0,21,2,26,Safe Email
"URL: http://www.newsisfree.com/click/-1,8406746,1717/
Date: 2002-09-30T20:19:11+01:00[IMG: http://www.newsisfree.com/Images/fark/reuters.gif ([Reuters])]",www.newsisfree.com,46.74,1,1,172.67.205.86,1,5,0.051,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,96,1,10,Safe Email
"Hey there,If you're like me, you've tried EVERYTHING to lose
weight.  I know how you feel - the special diets,
miracle pills, and fancy exercise equipment never helped
me lose a pound either.  It seemed like the harder I tried,
the bigger I got, until I heard about a product called
Extreme Power Plus.You're probably thinking to yourself, ""Oh geez, not another
miracle diet pill!""  Like you, I was skeptical at first, but 
my sister swore it helped her lose 23 pounds in just two weeks, 
so I told her I'd give it a shot.  I mean, there was nothing 
to lose except a lot of weight!  Let me tell you, it was
the best decision I've ever made. Period.  Six months later,
as I'm writing this message to you, I've gone from 355 pounds
to 210 pounds, and I haven't changed my exercise routine or diet
at all.  Yes, I still eat pizza, and lots of it!I was so happy with the results that I contacted the manufacturer
and got permission to resell it - at a BIG discount.  I want
to help other people lose weight like I did, because it
does so much for your self-esteem, not to mention your health.
I give you my personal pledge that Extreme Power Plus
absolutely WILL WORK FOR YOU.  If it doesn't, you can return it
any time for a full refund.    If you are frustrated with trying other products, not having 
any success, and just not getting the results you were promised,
then I recommend the only product that worked for me - EXTREME
POWER PLUS.You're probably asking yourself, ""Ok, so how does this stuff
actually work?""Extreme Power Plus contains Lipotropic fat burners and ephedra which 
is scientifically proven to increase metabolism and cause rapid 
weight loss. No ""hocus pocus"" in these pills - just RESULTS, RESULTS, 
RESULTS!! Here is the bottom line ...I can help you lose 10-15 pounds per week naturally, without
exercising and without having to eat rice cakes all day.  
Just try it for one month - there's nothing to lose, and everything 
to gain.  You will lose weight fast - GUARANTEED.  That is my
pledge to you.  To order Extreme Power Plus on our secure server, just click
on the link below:http://tv-discounters.com/extremeorderc13.htmIf you have difficulty accessing the website above, please
try our mirror site by clicking on the link below:http://www.tv-discounters.com/extremeorderc13.htmTo see what some of our customers have said about this product, 
visit http://tv-discounters.com/testimonials.htmTo see a list of ingredients and for more information
on test studies and how it will help you lose weight, visit 
http://tv-discounters.com/howitworks.htm*************************************************************
If you do not wish to receive any more emails from me, please 
send an email to ""affiliate5@btamail.net.cn"" requesting to be 
removed.
*************************************************************
8354piYk6-984bbkK1503WDUz9-372KLvP5598wWyb0-379vwvS6145RbWd9-319QSJv4557l68",,"0.25, 0.08",0,0,,0,0,,0,,,0,,0,0,0,0,Phishing Email
"URL: http://boingboing.net/#85534853
Date: Not suppliedThis time around, we have _two, two, two_ Guestbloggers for the price of one. 
Quinn Norton and Danny O'Brien have agreed to fill the sidebar slot for a 
little while. Danny and Quinn and their rommie Gilbert are just about the most 
fun Bay Areans I've had the pleasure of hanging out with. Between the three of 
them, they're capable of being entertaining on the subjects of Python, 
copyright, pottery, usability (a conversation with Quinn about usability made 
it, almost verbatim, into my second novel ""Eastern Standard Tribe""), 
load-balancing, free software, nerd culture, British cuisine, bodily ailments, 
pregnancy... Well, you name it. I can't wait to see what they post! Discuss[1][1] http://www.quicktopic.com/boing/H/NYtiY2fGTe3iE","boingboing.net, www.quicktopic.com","44.09, 42.64",1,"3, 2","3.168.236.35, 104.22.41.69",1,"5, 3","0.0041, 0.01","996, 994","80, 8008, 8080, 443, 8008, 80, 8443, 443",server-3-168-236-35.ist50.r.cloudfront.net,1,"https-alt, http-proxy, http, https, http, https","0, 28","0, 92","0, 7","12, 281",Safe Email
"Hi,I was inspired by a mode of operation supported by VMWare. You can have a
base disk image shared by multiple virtual machine (vm) instances. That base
image is never altered by a vm instance. Instead, each vm instance writes
changes to its own ""redo"" log. Future hard disk reads from that vm instance
incorporate both the base image and the appropriate redo log to present the
current disk image for that specific virtual machine.This is described here (thanks to Duane for providing this link on the
honeypots mailing list)
http://www.vmware.com/support/reference/common/disk_sharing.htmlCould this basic concept be used to easily make self-fixing client/server
applications that efficiently and automatically recover from most attacks,
even before those attacks have been discovered? Here is what I imagine.The physical architectures of most production client/server systems are
layered. For example, your basic web application might have a web server
running Apache, connected to an application server running some J2EE or .Net
business logic, connected to a database server for persistence. The only one
of these whose disk image really should evolve over time is the database
server, and even here you often put the static RDBMS software on one
partition and the changeable datafiles on another partition. It is only the
partition with the volatile datafiles that must be allowed to change from
one boot to the next. Other paritions may need to be writable for, say, swap
space, but these changes could be eliminated on each reboot.When someone cracks this system, they will probably change an image that
shouldn't be changed. E.g., they might leverage a buffer overflow in IIS or
Apache to install a trojan or a backdoor on the more exposed web server. But
what if the web server ran off a base image, writing changes to a ""delta"" or
""redo"" partition? And then what if every night it automatically erased the
redo partition and rebooted? The downtime involved for each machine would be
minimal, because it is only deleting data - rather than restoring from
backup. In a system with redundant web servers for load balancing or high
availability, this could be scheduled in a way such that the system is
always accessible. This base/redo partition concept could be implemented at
the same level as a feature of hardware RAID, allowing for greater
performance, reliability, and hack resistance. This concept could also be
applied to the application servers, and even the database server partitions
(except for those partitions which contain the table data files, of course.)Does anyone do this already? Or is this a new concept? Or has this concept
been discussed before and abandoned for some reasons that I don't yet know?
I use the physical architecture of a basic web application as an example in
this post, but this concept could of course be applied to most server
systems. It would allow for the hardware-separation of volatile and
non-volatile disk images. It would be analogous to performing nightly
ghosting operations, only it would be more efficient and involve less (or
no) downtime.Thanks for any opinions,
Ben",www.vmware.com,42.26,1,1,172.64.154.75,1,5,0.0094,994,"80, 8008, 8080, 8443, 443",,1,"http-proxy, http, https-alt, https",0,14,5,222,Safe Email
